customer_id,total_payments,failure_count,failure_rate,total_amount_failed,risk_score,risk_category
C0503,10,3,0.3,95.9,0.1806,MEDIUM
C1503,10,3,0.3,92.96,0.1806,MEDIUM
C1856,10,3,0.3,90.68,0.1806,MEDIUM
C0940,10,3,0.3,90.33,0.1806,MEDIUM
C3342,10,3,0.3,88.27,0.1806,MEDIUM
C0926,10,3,0.3,87.82,0.1806,MEDIUM
C2225,10,3,0.3,86.81,0.1806,MEDIUM
C0694,10,3,0.3,84.0,0.1806,MEDIUM
C4116,10,3,0.3,83.52,0.1806,MEDIUM
C1075,10,3,0.3,71.6,0.1806,MEDIUM
C1867,10,3,0.3,70.8,0.1806,MEDIUM
C1536,10,3,0.3,64.44,0.1806,MEDIUM
C3000,10,3,0.3,58.9,0.1806,MEDIUM
C1212,10,3,0.3,57.5,0.1806,MEDIUM
C0508,16,4,0.25,4741.32,0.1747,MEDIUM
C3120,16,4,0.25,4543.81,0.1747,MEDIUM
C0195,16,4,0.25,1676.58,0.1747,MEDIUM
C3528,16,4,0.25,1507.44,0.1747,MEDIUM
C3887,16,4,0.25,383.52,0.1747,MEDIUM
C0948,16,4,0.25,349.58,0.1747,MEDIUM
C3919,16,4,0.25,328.73,0.1747,MEDIUM
C1103,16,4,0.25,324.9,0.1747,MEDIUM
C1873,16,4,0.25,268.21,0.1747,MEDIUM
C0269,16,4,0.25,233.64,0.1747,MEDIUM
C2882,16,4,0.25,228.08,0.1747,MEDIUM
C1414,16,4,0.25,227.11,0.1747,MEDIUM
C4248,16,4,0.25,203.09,0.1747,MEDIUM
C4814,16,4,0.25,198.57,0.1747,MEDIUM
C0244,16,4,0.25,198.54,0.1747,MEDIUM
C4580,16,4,0.25,196.82,0.1747,MEDIUM
C1386,16,4,0.25,182.97,0.1747,MEDIUM
C3229,16,4,0.25,172.62,0.1747,MEDIUM
C3972,16,4,0.25,148.69,0.1747,MEDIUM
C0291,16,4,0.25,141.06,0.1747,MEDIUM
C2079,16,4,0.25,102.53,0.1747,MEDIUM
C3592,16,4,0.25,100.18,0.1747,MEDIUM
C2660,17,4,0.2353,338.24,0.1645,MEDIUM
C2370,17,4,0.2353,256.24,0.1645,MEDIUM
C3828,17,4,0.2353,200.66,0.1645,MEDIUM
C4643,17,4,0.2353,199.47,0.1645,MEDIUM
C2902,11,3,0.2727,5134.67,0.1642,MEDIUM
C2149,11,3,0.2727,4717.24,0.1642,MEDIUM
C1721,11,3,0.2727,4655.99,0.1642,MEDIUM
C0106,11,3,0.2727,4384.02,0.1642,MEDIUM
C1989,11,3,0.2727,4189.54,0.1642,MEDIUM
C2971,11,3,0.2727,1827.15,0.1642,MEDIUM
C1910,11,3,0.2727,1757.14,0.1642,MEDIUM
C4198,11,3,0.2727,763.32,0.1642,MEDIUM
C2391,11,3,0.2727,481.13,0.1642,MEDIUM
C3719,11,3,0.2727,347.27,0.1642,MEDIUM
C4205,11,3,0.2727,338.01,0.1642,MEDIUM
C3726,11,3,0.2727,328.42,0.1642,MEDIUM
C3340,11,3,0.2727,288.85,0.1642,MEDIUM
C3769,11,3,0.2727,276.79,0.1642,MEDIUM
C1396,11,3,0.2727,276.77,0.1642,MEDIUM
C1521,11,3,0.2727,264.82,0.1642,MEDIUM
C3954,11,3,0.2727,250.55,0.1642,MEDIUM
C2627,11,3,0.2727,249.03,0.1642,MEDIUM
C0738,11,3,0.2727,235.84,0.1642,MEDIUM
C2374,11,3,0.2727,228.23,0.1642,MEDIUM
C1057,11,3,0.2727,224.04,0.1642,MEDIUM
C0922,11,3,0.2727,222.88,0.1642,MEDIUM
C0010,11,3,0.2727,215.54,0.1642,MEDIUM
C1174,11,3,0.2727,207.28,0.1642,MEDIUM
C2082,11,3,0.2727,207.21,0.1642,MEDIUM
C4266,11,3,0.2727,204.31,0.1642,MEDIUM
C3731,11,3,0.2727,203.5,0.1642,MEDIUM
C0480,11,3,0.2727,199.5,0.1642,MEDIUM
C3398,11,3,0.2727,196.14,0.1642,MEDIUM
C3991,11,3,0.2727,193.51,0.1642,MEDIUM
C0749,11,3,0.2727,191.49,0.1642,MEDIUM
C4125,11,3,0.2727,184.91,0.1642,MEDIUM
C4631,11,3,0.2727,184.45,0.1642,MEDIUM
C0581,11,3,0.2727,179.61,0.1642,MEDIUM
C4995,11,3,0.2727,178.78,0.1642,MEDIUM
C4793,11,3,0.2727,171.47,0.1642,MEDIUM
C3534,11,3,0.2727,169.93,0.1642,MEDIUM
C2651,11,3,0.2727,168.81,0.1642,MEDIUM
C0565,11,3,0.2727,168.52,0.1642,MEDIUM
C3215,11,3,0.2727,163.6,0.1642,MEDIUM
C3493,11,3,0.2727,161.09,0.1642,MEDIUM
C3074,11,3,0.2727,156.75,0.1642,MEDIUM
C0375,11,3,0.2727,154.33,0.1642,MEDIUM
C2244,11,3,0.2727,153.55,0.1642,MEDIUM
C1228,11,3,0.2727,151.4,0.1642,MEDIUM
C0248,11,3,0.2727,151.13,0.1642,MEDIUM
C1019,11,3,0.2727,149.45,0.1642,MEDIUM
C3709,11,3,0.2727,148.02,0.1642,MEDIUM
C4228,11,3,0.2727,147.24,0.1642,MEDIUM
C4488,11,3,0.2727,146.24,0.1642,MEDIUM
C1347,11,3,0.2727,141.57,0.1642,MEDIUM
C0101,11,3,0.2727,141.04,0.1642,MEDIUM
C0614,11,3,0.2727,138.56,0.1642,MEDIUM
C0700,11,3,0.2727,133.37,0.1642,MEDIUM
C4803,11,3,0.2727,132.92,0.1642,MEDIUM
C0499,11,3,0.2727,132.51,0.1642,MEDIUM
C2784,11,3,0.2727,130.17,0.1642,MEDIUM
C3412,11,3,0.2727,128.79,0.1642,MEDIUM
C3049,11,3,0.2727,122.93,0.1642,MEDIUM
C0057,11,3,0.2727,122.15,0.1642,MEDIUM
C0886,11,3,0.2727,119.4,0.1642,MEDIUM
C0417,11,3,0.2727,116.56,0.1642,MEDIUM
C3176,11,3,0.2727,112.99,0.1642,MEDIUM
C3598,11,3,0.2727,112.88,0.1642,MEDIUM
C1031,11,3,0.2727,112.5,0.1642,MEDIUM
C4621,11,3,0.2727,111.75,0.1642,MEDIUM
C3140,11,3,0.2727,111.57,0.1642,MEDIUM
C4140,11,3,0.2727,108.36,0.1642,MEDIUM
C2451,11,3,0.2727,107.44,0.1642,MEDIUM
C1800,11,3,0.2727,106.33,0.1642,MEDIUM
C0914,11,3,0.2727,105.52,0.1642,MEDIUM
C3185,11,3,0.2727,103.76,0.1642,MEDIUM
C4490,11,3,0.2727,103.45,0.1642,MEDIUM
C2459,11,3,0.2727,100.33,0.1642,MEDIUM
C0675,11,3,0.2727,99.03,0.1642,MEDIUM
C0903,11,3,0.2727,97.6,0.1642,MEDIUM
C3981,11,3,0.2727,96.98,0.1642,MEDIUM
C2779,11,3,0.2727,93.72,0.1642,MEDIUM
C4845,11,3,0.2727,90.66,0.1642,MEDIUM
C4177,11,3,0.2727,90.06,0.1642,MEDIUM
C4412,11,3,0.2727,85.26,0.1642,MEDIUM
C4813,11,3,0.2727,80.43,0.1642,MEDIUM
C4678,11,3,0.2727,78.78,0.1642,MEDIUM
C3924,11,3,0.2727,77.39,0.1642,MEDIUM
C2966,11,3,0.2727,76.29,0.1642,MEDIUM
C0696,11,3,0.2727,75.33,0.1642,MEDIUM
C1832,11,3,0.2727,72.96,0.1642,MEDIUM
C2560,11,3,0.2727,70.89,0.1642,MEDIUM
C4135,11,3,0.2727,64.33,0.1642,MEDIUM
C3840,11,3,0.2727,60.35,0.1642,MEDIUM
C1533,11,3,0.2727,59.24,0.1642,MEDIUM
C4776,6,2,0.3333,4012.89,0.159,MEDIUM
C2658,6,2,0.3333,1355.02,0.159,MEDIUM
C0740,6,2,0.3333,691.64,0.159,MEDIUM
C2909,6,2,0.3333,310.52,0.159,MEDIUM
C2983,6,2,0.3333,260.57,0.159,MEDIUM
C4562,6,2,0.3333,235.05,0.159,MEDIUM
C1335,6,2,0.3333,202.56,0.159,MEDIUM
C0771,6,2,0.3333,195.87,0.159,MEDIUM
C4607,6,2,0.3333,191.85,0.159,MEDIUM
C3640,6,2,0.3333,177.12,0.159,MEDIUM
C4797,6,2,0.3333,174.58,0.159,MEDIUM
C0476,6,2,0.3333,169.36,0.159,MEDIUM
C0094,6,2,0.3333,160.73,0.159,MEDIUM
C0661,6,2,0.3333,157.51,0.159,MEDIUM
C1715,6,2,0.3333,155.06,0.159,MEDIUM
C3855,6,2,0.3333,130.06,0.159,MEDIUM
C0210,6,2,0.3333,127.68,0.159,MEDIUM
C0059,6,2,0.3333,127.23,0.159,MEDIUM
C2092,6,2,0.3333,124.43,0.159,MEDIUM
C3045,6,2,0.3333,121.91,0.159,MEDIUM
C0474,6,2,0.3333,109.22,0.159,MEDIUM
C4865,6,2,0.3333,103.11,0.159,MEDIUM
C1579,6,2,0.3333,101.57,0.159,MEDIUM
C2285,6,2,0.3333,100.99,0.159,MEDIUM
C2212,6,2,0.3333,94.64,0.159,MEDIUM
C2888,6,2,0.3333,90.74,0.159,MEDIUM
C0521,6,2,0.3333,88.81,0.159,MEDIUM
C2287,6,2,0.3333,88.45,0.159,MEDIUM
C3976,6,2,0.3333,85.92,0.159,MEDIUM
C2340,6,2,0.3333,83.13,0.159,MEDIUM
C0327,6,2,0.3333,79.44,0.159,MEDIUM
C2566,6,2,0.3333,78.37,0.159,MEDIUM
C2343,6,2,0.3333,78.29,0.159,MEDIUM
C2279,6,2,0.3333,73.76,0.159,MEDIUM
C0124,6,2,0.3333,73.58,0.159,MEDIUM
C4438,6,2,0.3333,72.43,0.159,MEDIUM
C2319,6,2,0.3333,71.92,0.159,MEDIUM
C0536,6,2,0.3333,71.64,0.159,MEDIUM
C4721,6,2,0.3333,71.46,0.159,MEDIUM
C4676,6,2,0.3333,70.18,0.159,MEDIUM
C0779,6,2,0.3333,68.01,0.159,MEDIUM
C2394,6,2,0.3333,66.98,0.159,MEDIUM
C2601,6,2,0.3333,65.24,0.159,MEDIUM
C0806,6,2,0.3333,62.65,0.159,MEDIUM
C0958,6,2,0.3333,61.61,0.159,MEDIUM
C0100,6,2,0.3333,58.19,0.159,MEDIUM
C0358,6,2,0.3333,56.24,0.159,MEDIUM
C1404,6,2,0.3333,54.18,0.159,MEDIUM
C3512,6,2,0.3333,45.28,0.159,MEDIUM
C4289,6,2,0.3333,42.8,0.159,MEDIUM
C2188,6,2,0.3333,42.31,0.159,MEDIUM
C3833,6,2,0.3333,37.42,0.159,MEDIUM
C1477,6,2,0.3333,35.34,0.159,MEDIUM
C0889,6,2,0.3333,35.11,0.159,MEDIUM
C3402,6,2,0.3333,34.88,0.159,MEDIUM
C2008,18,4,0.2222,3060.88,0.1553,MEDIUM
C1327,18,4,0.2222,308.54,0.1553,MEDIUM
C0515,18,4,0.2222,183.71,0.1553,MEDIUM
C4863,18,4,0.2222,162.06,0.1553,MEDIUM
C3557,18,4,0.2222,155.23,0.1553,MEDIUM
C4474,18,4,0.2222,115.87,0.1553,MEDIUM
C2283,18,4,0.2222,71.01,0.1553,MEDIUM
C2191,12,3,0.25,3681.74,0.1505,MEDIUM
C2290,12,3,0.25,3601.49,0.1505,MEDIUM
C3232,12,3,0.25,3264.69,0.1505,MEDIUM
C0117,12,3,0.25,3186.59,0.1505,MEDIUM
C2824,12,3,0.25,2564.66,0.1505,MEDIUM
C1127,12,3,0.25,1999.63,0.1505,MEDIUM
C0218,12,3,0.25,1269.29,0.1505,MEDIUM
C2430,12,3,0.25,363.82,0.1505,MEDIUM
C4576,12,3,0.25,291.16,0.1505,MEDIUM
C4696,12,3,0.25,282.75,0.1505,MEDIUM
C1613,12,3,0.25,260.46,0.1505,MEDIUM
C3025,12,3,0.25,254.37,0.1505,MEDIUM
C3760,12,3,0.25,247.35,0.1505,MEDIUM
C4258,12,3,0.25,244.77,0.1505,MEDIUM
C3639,12,3,0.25,242.57,0.1505,MEDIUM
C3182,12,3,0.25,240.64,0.1505,MEDIUM
C0159,12,3,0.25,232.3,0.1505,MEDIUM
C2046,12,3,0.25,228.96,0.1505,MEDIUM
C4771,12,3,0.25,225.1,0.1505,MEDIUM
C1119,12,3,0.25,211.02,0.1505,MEDIUM
C0544,12,3,0.25,192.15,0.1505,MEDIUM
C4247,12,3,0.25,182.55,0.1505,MEDIUM
C4605,12,3,0.25,180.73,0.1505,MEDIUM
C0776,12,3,0.25,170.93,0.1505,MEDIUM
C4376,12,3,0.25,170.9,0.1505,MEDIUM
C1496,12,3,0.25,166.92,0.1505,MEDIUM
C3541,12,3,0.25,165.28,0.1505,MEDIUM
C2494,12,3,0.25,163.82,0.1505,MEDIUM
C3566,12,3,0.25,163.61,0.1505,MEDIUM
C3432,12,3,0.25,159.57,0.1505,MEDIUM
C4343,12,3,0.25,156.64,0.1505,MEDIUM
C0863,12,3,0.25,153.08,0.1505,MEDIUM
C4418,12,3,0.25,149.65,0.1505,MEDIUM
C0162,12,3,0.25,146.57,0.1505,MEDIUM
C3892,12,3,0.25,145.87,0.1505,MEDIUM
C0868,12,3,0.25,145.38,0.1505,MEDIUM
C0326,12,3,0.25,145.07,0.1505,MEDIUM
C0715,12,3,0.25,143.45,0.1505,MEDIUM
C0001,12,3,0.25,140.38,0.1505,MEDIUM
C1936,12,3,0.25,138.86,0.1505,MEDIUM
C2620,12,3,0.25,137.92,0.1505,MEDIUM
C2413,12,3,0.25,133.78,0.1505,MEDIUM
C2830,12,3,0.25,130.4,0.1505,MEDIUM
C1416,12,3,0.25,129.54,0.1505,MEDIUM
C0509,12,3,0.25,129.15,0.1505,MEDIUM
C0688,12,3,0.25,128.77,0.1505,MEDIUM
C2068,12,3,0.25,128.44,0.1505,MEDIUM
C1068,12,3,0.25,126.61,0.1505,MEDIUM
C2185,12,3,0.25,122.4,0.1505,MEDIUM
C4303,12,3,0.25,121.22,0.1505,MEDIUM
C1854,12,3,0.25,119.91,0.1505,MEDIUM
C4571,12,3,0.25,117.47,0.1505,MEDIUM
C0319,12,3,0.25,117.1,0.1505,MEDIUM
C0492,12,3,0.25,116.49,0.1505,MEDIUM
C1792,12,3,0.25,115.76,0.1505,MEDIUM
C4881,12,3,0.25,115.76,0.1505,MEDIUM
C4507,12,3,0.25,111.39,0.1505,MEDIUM
C1485,12,3,0.25,110.1,0.1505,MEDIUM
C1246,12,3,0.25,109.37,0.1505,MEDIUM
C3348,12,3,0.25,107.34,0.1505,MEDIUM
C4466,12,3,0.25,101.0,0.1505,MEDIUM
C0406,12,3,0.25,100.92,0.1505,MEDIUM
C2414,12,3,0.25,99.3,0.1505,MEDIUM
C0074,12,3,0.25,98.84,0.1505,MEDIUM
C1665,12,3,0.25,98.48,0.1505,MEDIUM
C3864,12,3,0.25,97.8,0.1505,MEDIUM
C3415,12,3,0.25,95.23,0.1505,MEDIUM
C4143,12,3,0.25,93.6,0.1505,MEDIUM
C3694,12,3,0.25,86.65,0.1505,MEDIUM
C2540,12,3,0.25,86.59,0.1505,MEDIUM
C0315,12,3,0.25,85.51,0.1505,MEDIUM
C4619,12,3,0.25,84.92,0.1505,MEDIUM
C0176,12,3,0.25,82.68,0.1505,MEDIUM
C0294,12,3,0.25,81.07,0.1505,MEDIUM
C3571,12,3,0.25,80.42,0.1505,MEDIUM
C3330,12,3,0.25,79.61,0.1505,MEDIUM
C1206,12,3,0.25,78.48,0.1505,MEDIUM
C2463,12,3,0.25,77.88,0.1505,MEDIUM
C4105,12,3,0.25,74.99,0.1505,MEDIUM
C2429,12,3,0.25,73.6,0.1505,MEDIUM
C0274,12,3,0.25,71.77,0.1505,MEDIUM
C4193,12,3,0.25,67.32,0.1505,MEDIUM
C3152,12,3,0.25,66.85,0.1505,MEDIUM
C4786,12,3,0.25,62.3,0.1505,MEDIUM
C2027,19,4,0.2105,130.9,0.1472,MEDIUM
C4745,13,3,0.2308,5161.06,0.1389,MEDIUM
C3771,13,3,0.2308,4988.78,0.1389,MEDIUM
C3068,13,3,0.2308,3098.22,0.1389,MEDIUM
C1272,13,3,0.2308,2492.27,0.1389,MEDIUM
C2154,13,3,0.2308,1868.96,0.1389,MEDIUM
C2522,13,3,0.2308,1766.65,0.1389,MEDIUM
C1139,13,3,0.2308,1522.91,0.1389,MEDIUM
C4024,13,3,0.2308,388.3,0.1389,MEDIUM
C3597,13,3,0.2308,313.69,0.1389,MEDIUM
C2574,13,3,0.2308,294.94,0.1389,MEDIUM
C2134,13,3,0.2308,274.48,0.1389,MEDIUM
C0756,13,3,0.2308,270.61,0.1389,MEDIUM
C4068,13,3,0.2308,266.52,0.1389,MEDIUM
C1809,13,3,0.2308,260.6,0.1389,MEDIUM
C3599,13,3,0.2308,257.87,0.1389,MEDIUM
C0678,13,3,0.2308,231.99,0.1389,MEDIUM
C2081,13,3,0.2308,230.19,0.1389,MEDIUM
C4578,13,3,0.2308,225.19,0.1389,MEDIUM
C0761,13,3,0.2308,209.42,0.1389,MEDIUM
C3080,13,3,0.2308,202.38,0.1389,MEDIUM
C1697,13,3,0.2308,193.84,0.1389,MEDIUM
C4932,13,3,0.2308,191.91,0.1389,MEDIUM
C3263,13,3,0.2308,190.95,0.1389,MEDIUM
C3673,13,3,0.2308,188.29,0.1389,MEDIUM
C2701,13,3,0.2308,183.04,0.1389,MEDIUM
C2850,13,3,0.2308,182.98,0.1389,MEDIUM
C0464,13,3,0.2308,181.09,0.1389,MEDIUM
C4591,13,3,0.2308,178.88,0.1389,MEDIUM
C4681,13,3,0.2308,170.04,0.1389,MEDIUM
C2155,13,3,0.2308,164.73,0.1389,MEDIUM
C2982,13,3,0.2308,164.34,0.1389,MEDIUM
C1037,13,3,0.2308,163.72,0.1389,MEDIUM
C1214,13,3,0.2308,162.55,0.1389,MEDIUM
C3755,13,3,0.2308,160.63,0.1389,MEDIUM
C0687,13,3,0.2308,159.65,0.1389,MEDIUM
C2390,13,3,0.2308,152.64,0.1389,MEDIUM
C2359,13,3,0.2308,149.87,0.1389,MEDIUM
C2536,13,3,0.2308,149.61,0.1389,MEDIUM
C3524,13,3,0.2308,145.5,0.1389,MEDIUM
C4896,13,3,0.2308,144.94,0.1389,MEDIUM
C4825,13,3,0.2308,137.59,0.1389,MEDIUM
C3867,13,3,0.2308,133.46,0.1389,MEDIUM
C3255,13,3,0.2308,129.05,0.1389,MEDIUM
C4285,13,3,0.2308,127.12,0.1389,MEDIUM
C4054,13,3,0.2308,126.77,0.1389,MEDIUM
C3430,13,3,0.2308,122.24,0.1389,MEDIUM
C3927,13,3,0.2308,121.88,0.1389,MEDIUM
C4138,13,3,0.2308,115.82,0.1389,MEDIUM
C3329,13,3,0.2308,110.8,0.1389,MEDIUM
C2991,13,3,0.2308,110.21,0.1389,MEDIUM
C1293,13,3,0.2308,109.81,0.1389,MEDIUM
C2234,13,3,0.2308,108.4,0.1389,MEDIUM
C0636,13,3,0.2308,104.19,0.1389,MEDIUM
C1797,13,3,0.2308,101.92,0.1389,MEDIUM
C3391,13,3,0.2308,99.13,0.1389,MEDIUM
C1742,13,3,0.2308,98.84,0.1389,MEDIUM
C0467,13,3,0.2308,89.43,0.1389,MEDIUM
C0212,13,3,0.2308,78.11,0.1389,MEDIUM
C2297,13,3,0.2308,75.77,0.1389,MEDIUM
C2742,13,3,0.2308,73.57,0.1389,MEDIUM
C3084,13,3,0.2308,60.77,0.1389,MEDIUM
C1368,7,2,0.2857,4205.11,0.1363,MEDIUM
C0553,7,2,0.2857,3715.15,0.1363,MEDIUM
C0318,7,2,0.2857,3412.66,0.1363,MEDIUM
C4226,7,2,0.2857,3342.46,0.1363,MEDIUM
C2633,7,2,0.2857,2137.62,0.1363,MEDIUM
C1618,7,2,0.2857,1488.24,0.1363,MEDIUM
C2800,7,2,0.2857,278.3,0.1363,MEDIUM
C4373,7,2,0.2857,240.0,0.1363,MEDIUM
C3233,7,2,0.2857,235.73,0.1363,MEDIUM
C4944,7,2,0.2857,216.74,0.1363,MEDIUM
C1859,7,2,0.2857,211.04,0.1363,MEDIUM
C2572,7,2,0.2857,209.57,0.1363,MEDIUM
C2644,7,2,0.2857,200.37,0.1363,MEDIUM
C0333,7,2,0.2857,196.22,0.1363,MEDIUM
C4389,7,2,0.2857,194.95,0.1363,MEDIUM
C4426,7,2,0.2857,189.86,0.1363,MEDIUM
C0148,7,2,0.2857,187.53,0.1363,MEDIUM
C0088,7,2,0.2857,170.97,0.1363,MEDIUM
C1833,7,2,0.2857,170.53,0.1363,MEDIUM
C2773,7,2,0.2857,169.93,0.1363,MEDIUM
C3033,7,2,0.2857,167.95,0.1363,MEDIUM
C0916,7,2,0.2857,167.09,0.1363,MEDIUM
C4670,7,2,0.2857,163.8,0.1363,MEDIUM
C2613,7,2,0.2857,160.6,0.1363,MEDIUM
C4419,7,2,0.2857,155.61,0.1363,MEDIUM
C0428,7,2,0.2857,155.15,0.1363,MEDIUM
C0287,7,2,0.2857,154.86,0.1363,MEDIUM
C0586,7,2,0.2857,154.82,0.1363,MEDIUM
C2167,7,2,0.2857,139.09,0.1363,MEDIUM
C4715,7,2,0.2857,134.2,0.1363,MEDIUM
C1186,7,2,0.2857,132.93,0.1363,MEDIUM
C3394,7,2,0.2857,132.69,0.1363,MEDIUM
C0860,7,2,0.2857,132.3,0.1363,MEDIUM
C4045,7,2,0.2857,131.44,0.1363,MEDIUM
C4241,7,2,0.2857,124.22,0.1363,MEDIUM
C0797,7,2,0.2857,122.61,0.1363,MEDIUM
C2415,7,2,0.2857,118.8,0.1363,MEDIUM
C2898,7,2,0.2857,118.24,0.1363,MEDIUM
C0933,7,2,0.2857,117.73,0.1363,MEDIUM
C0577,7,2,0.2857,117.56,0.1363,MEDIUM
C3842,7,2,0.2857,117.34,0.1363,MEDIUM
C2280,7,2,0.2857,117.27,0.1363,MEDIUM
C4099,7,2,0.2857,116.45,0.1363,MEDIUM
C1572,7,2,0.2857,111.3,0.1363,MEDIUM
C4330,7,2,0.2857,110.64,0.1363,MEDIUM
C3827,7,2,0.2857,109.98,0.1363,MEDIUM
C2449,7,2,0.2857,107.08,0.1363,MEDIUM
C4029,7,2,0.2857,106.26,0.1363,MEDIUM
C2443,7,2,0.2857,105.0,0.1363,MEDIUM
C0798,7,2,0.2857,103.5,0.1363,MEDIUM
C3083,7,2,0.2857,102.81,0.1363,MEDIUM
C3516,7,2,0.2857,102.56,0.1363,MEDIUM
C0679,7,2,0.2857,102.14,0.1363,MEDIUM
C4324,7,2,0.2857,101.83,0.1363,MEDIUM
C0224,7,2,0.2857,101.7,0.1363,MEDIUM
C3777,7,2,0.2857,101.69,0.1363,MEDIUM
C3949,7,2,0.2857,99.77,0.1363,MEDIUM
C0071,7,2,0.2857,93.65,0.1363,MEDIUM
C0239,7,2,0.2857,91.98,0.1363,MEDIUM
C1707,7,2,0.2857,90.78,0.1363,MEDIUM
C4078,7,2,0.2857,90.63,0.1363,MEDIUM
C3651,7,2,0.2857,89.18,0.1363,MEDIUM
C0199,7,2,0.2857,88.88,0.1363,MEDIUM
C0116,7,2,0.2857,87.63,0.1363,MEDIUM
C3681,7,2,0.2857,87.42,0.1363,MEDIUM
C4993,7,2,0.2857,85.47,0.1363,MEDIUM
C1100,7,2,0.2857,84.96,0.1363,MEDIUM
C2176,7,2,0.2857,81.31,0.1363,MEDIUM
C4427,7,2,0.2857,80.67,0.1363,MEDIUM
C1871,7,2,0.2857,79.81,0.1363,MEDIUM
C4754,7,2,0.2857,78.92,0.1363,MEDIUM
C4874,7,2,0.2857,77.31,0.1363,MEDIUM
C1291,7,2,0.2857,76.33,0.1363,MEDIUM
C1695,7,2,0.2857,73.75,0.1363,MEDIUM
C0312,7,2,0.2857,72.72,0.1363,MEDIUM
C2059,7,2,0.2857,71.63,0.1363,MEDIUM
C1844,7,2,0.2857,69.76,0.1363,MEDIUM
C3930,7,2,0.2857,68.51,0.1363,MEDIUM
C1455,7,2,0.2857,66.11,0.1363,MEDIUM
C1084,7,2,0.2857,65.85,0.1363,MEDIUM
C3117,7,2,0.2857,65.47,0.1363,MEDIUM
C3905,7,2,0.2857,65.36,0.1363,MEDIUM
C3036,7,2,0.2857,64.04,0.1363,MEDIUM
C3211,7,2,0.2857,62.89,0.1363,MEDIUM
C4707,7,2,0.2857,59.78,0.1363,MEDIUM
C0334,7,2,0.2857,58.27,0.1363,MEDIUM
C4414,7,2,0.2857,57.67,0.1363,MEDIUM
C2643,7,2,0.2857,57.47,0.1363,MEDIUM
C1006,7,2,0.2857,57.31,0.1363,MEDIUM
C2490,7,2,0.2857,55.59,0.1363,MEDIUM
C4739,7,2,0.2857,53.06,0.1363,MEDIUM
C1887,7,2,0.2857,52.54,0.1363,MEDIUM
C1584,7,2,0.2857,52.24,0.1363,MEDIUM
C2551,7,2,0.2857,51.7,0.1363,MEDIUM
C4084,7,2,0.2857,50.59,0.1363,MEDIUM
C1042,7,2,0.2857,49.85,0.1363,MEDIUM
C2074,7,2,0.2857,46.6,0.1363,MEDIUM
C1442,7,2,0.2857,45.92,0.1363,MEDIUM
C3100,7,2,0.2857,43.61,0.1363,MEDIUM
C4594,7,2,0.2857,42.97,0.1363,MEDIUM
C4221,7,2,0.2857,42.68,0.1363,MEDIUM
C2829,7,2,0.2857,42.52,0.1363,MEDIUM
C4301,7,2,0.2857,27.61,0.1363,MEDIUM
C4794,7,2,0.2857,23.95,0.1363,MEDIUM
C1885,7,2,0.2857,21.86,0.1363,MEDIUM
C3729,14,3,0.2143,5032.23,0.129,MEDIUM
C0009,14,3,0.2143,3987.51,0.129,MEDIUM
C0339,14,3,0.2143,2388.61,0.129,MEDIUM
C3162,14,3,0.2143,1314.05,0.129,MEDIUM
C3637,14,3,0.2143,567.72,0.129,MEDIUM
C2114,14,3,0.2143,379.8,0.129,MEDIUM
C0317,14,3,0.2143,311.67,0.129,MEDIUM
C0233,14,3,0.2143,283.36,0.129,MEDIUM
C1961,14,3,0.2143,271.5,0.129,MEDIUM
C2795,14,3,0.2143,246.17,0.129,MEDIUM
C2914,14,3,0.2143,242.54,0.129,MEDIUM
C2321,14,3,0.2143,240.08,0.129,MEDIUM
C2636,14,3,0.2143,236.16,0.129,MEDIUM
C2548,14,3,0.2143,222.74,0.129,MEDIUM
C0951,14,3,0.2143,222.71,0.129,MEDIUM
C3739,14,3,0.2143,219.29,0.129,MEDIUM
C2568,14,3,0.2143,218.17,0.129,MEDIUM
C1027,14,3,0.2143,212.72,0.129,MEDIUM
C2182,14,3,0.2143,195.68,0.129,MEDIUM
C0727,14,3,0.2143,187.52,0.129,MEDIUM
C4888,14,3,0.2143,179.38,0.129,MEDIUM
C3092,14,3,0.2143,176.3,0.129,MEDIUM
C1324,14,3,0.2143,175.83,0.129,MEDIUM
C4601,14,3,0.2143,174.26,0.129,MEDIUM
C1051,14,3,0.2143,164.57,0.129,MEDIUM
C0900,14,3,0.2143,162.25,0.129,MEDIUM
C1288,14,3,0.2143,159.37,0.129,MEDIUM
C2470,14,3,0.2143,155.86,0.129,MEDIUM
C2904,14,3,0.2143,150.86,0.129,MEDIUM
C1138,14,3,0.2143,146.67,0.129,MEDIUM
C1160,14,3,0.2143,143.13,0.129,MEDIUM
C4117,14,3,0.2143,142.83,0.129,MEDIUM
C4259,14,3,0.2143,139.59,0.129,MEDIUM
C3662,14,3,0.2143,138.89,0.129,MEDIUM
C2271,14,3,0.2143,133.46,0.129,MEDIUM
C3088,14,3,0.2143,131.89,0.129,MEDIUM
C0418,14,3,0.2143,121.94,0.129,MEDIUM
C3406,14,3,0.2143,120.38,0.129,MEDIUM
C1766,14,3,0.2143,119.18,0.129,MEDIUM
C0363,14,3,0.2143,113.98,0.129,MEDIUM
C1338,14,3,0.2143,109.76,0.129,MEDIUM
C2916,14,3,0.2143,106.84,0.129,MEDIUM
C4974,14,3,0.2143,105.6,0.129,MEDIUM
